Code,Year,Transport,Forestry,Energy,Other sources,"Agriculture, Land Use & Forestry",Waste,Residential & commercial,Industry,Agriculture,Share of global cumulative CO₂ emissions (%),Entity,Per capita CO₂ emissions (tonnes per capita),GDP per capita (2011 int-$) ($),Total population (Gapminder),Country Size Category,countryname,system,System Category
ITA,1999,113958.0806,-35200,207543.2353,0,-34284,735.3536,81905.9731,28616.4335,0,1.568,Italy,8.057,34085,56873677,1,Italy,Parliamentary,2
ITA,2000,118421,-35200,232574,0,-34288,750,77600,29397.5,0,1.575,Italy,8.138,35333,56986329,1,Italy,Parliamentary,2
ITA,2001,120365,-35933.3333,223916,0,-35020,765,81500,29862.9,0,1.582,Italy,8.217,35939,57199219,1,Italy,Parliamentary,2
ITA,2002,122974,-35933.3333,233360,0,-35018,780,77500,30383.4,0,1.589,Italy,8.21,35975,57498867,1,Italy,Parliamentary,2
ITA,2003,124505,-35933.3333,243296,0,-34981,796,82000,31185,0,1.594,Italy,8.397,35870,57864332,1,Italy,Parliamentary,2
ITA,2004,124442,-35933.3333,239188,0,-35019,812,84200,32348.6,0,1.597,Italy,8.424,36202,58263782,1,Italy,Parliamentary,2
ITA,2005,123407,-35933.3333,237630.4,0,-35020,829,89000,32682.2,0,1.599,Italy,8.359,36367,58671206,1,Italy,Parliamentary,2
ITA,2006,124603,-35200,244972,0,-34288,836,83200,34401.9,0,1.599,Italy,8.245,36985,59082100,1,Italy,Parliamentary,2
ITA,2007,125551,-35200,234241,0,-34284,844,76600,33885.6,0,1.597,Italy,8.071,37341,59495243,1,Italy,Parliamentary,2
ITA,2008,122600,-35200,220033,0,-34288,852,80000,31064.4,0,1.593,Italy,7.841,36705,59891479,1,Italy,Parliamentary,2
ITA,2009,116518,-35200,181232,0,-34281,860,81800,27555.1,0,1.586,Italy,6.977,34535,60248654,1,Italy,Parliamentary,2
ITA,2010,113353,-35200,188101,0,-34287,868,85800,27915.8,0,1.578,Italy,7.12,35010,60550848,1,Italy,Parliamentary,2
JAM,1990,1087.4921,-62.1868,2609.2761,0,775,0,3554.6405,266.8091,0,0.023,Jamaica,3.106,7369,2364909,1,Jamaica,Parliamentary,2
JAM,1991,1030.7514,-62.2535,2505.0054,0,775,0,3687.4581,255.7699,0,0.023,Jamaica,3.171,7397,2380447,1,Jamaica,Parliamentary,2
JAM,1992,1075.6313,-62.3204,4333.1465,0,775,0,2507.5219,356.4132,0,0.023,Jamaica,3.127,7538,2398249,1,Jamaica,Parliamentary,2
JAM,1993,1167.9942,-62.3875,5410.1917,0,775,0,1533.943,314.7838,0,0.024,Jamaica,3.214,7612,2418080,1,Jamaica,Parliamentary,2
JAM,1994,1173.7977,-62.4547,4909.3373,0,775,0,2079.2052,338.2912,0,0.024,Jamaica,3.259,7660,2439337,1,Jamaica,Parliamentary,2
JAM,1995,1406.7375,-62.5221,5780.3832,0,775,0,1239.9541,371.764,0,0.024,Jamaica,3.614,7750,2461516,1,Jamaica,Parliamentary,2
JAM,1996,1617.6695,-62.5895,5686.3464,0,777,0,1478.2757,395.9076,0,0.025,Jamaica,3.782,7668,2484672,1,Jamaica,Parliamentary,2
JAM,1997,1705.1219,-62.6572,5748.5832,0,771,0,1517.8609,421.2366,0,0.025,Jamaica,3.912,7453,2508867,1,Jamaica,Parliamentary,2
JAM,1998,1850.9273,-62.725,5999.9006,0,771,0,1621.3546,419.2832,0,0.025,Jamaica,3.718,7279,2533550,1,Jamaica,Parliamentary,2
JAM,1999,1938.0818,-62.7929,6076.2291,0,772,0,1736.5699,407.0032,0,0.026,Jamaica,3.784,7269,2558003,1,Jamaica,Parliamentary,2
JAM,2000,1941.93,-62.861,6066.5708,0,781,0,1850,430.9116,0,0.026,Jamaica,3.877,7251,2581648,1,Jamaica,Parliamentary,2
JAM,2001,1893.93,-7.0881,6077.5708,0,799,0,1870,472.986,0,0.027,Jamaica,3.963,7275,2604321,1,Jamaica,Parliamentary,2
JAM,2002,1926.93,-7.0952,6376.7009,0,799,0,1650,458.7493,0,0.027,Jamaica,3.795,7256,2625968,1,Jamaica,Parliamentary,2
JAM,2003,2127.13,-7.1023,6651.7007,0,814,0,1670,467.2926,0,0.027,Jamaica,3.93,7455,2646269,1,Jamaica,Parliamentary,2
JAM,2004,2145.43,-7.1094,6579.4706,0,800,0,2080,542.1158,0,0.027,Jamaica,3.907,7487,2664897,1,Jamaica,Parliamentary,2
JAM,2005,2226.93,-7.1165,6670.4703,0,814,0,1770,551.0891,0,0.028,Jamaica,3.822,7489,2681653,1,Jamaica,Parliamentary,2
JAM,2006,2790,-85.1527,6317.4702,0,769,0,2740,524.0623,0,0.028,Jamaica,4.163,7642,2696334,1,Jamaica,Parliamentary,2
JAM,2007,2980,-85.2583,6556.47,0,763,0,3260,466.8756,0,0.028,Jamaica,3.473,7689,2709042,1,Jamaica,Parliamentary,2
JAM,2008,2420,-85.3641,5994.47,0,763,0,2870,468.0279,0,0.028,Jamaica,3.656,7566,2720282,1,Jamaica,Parliamentary,2
JAM,2009,2160,-85.4702,6081.47,0,828,0,1290,409.2811,0,0.028,Jamaica,2.757,7252,2730774,1,Jamaica,Parliamentary,2
JAM,2010,2073,-85.5766,5920.47,0,815,0,1140,439.6244,0,0.028,Jamaica,2.588,7093,2741052,1,Jamaica,Parliamentary,2
JPN,1990,211903.8545,-83370.7801,687007.1756,0,-74330,14947.5707,158224.5768,89055.0409,0,3.588,Japan,9.293,29567,122251184,2,Japan,Parliamentary,2
JPN,1991,223450.2113,-83409.8624,685838.6321,0,-74330,15429.0665,157273.9999,90446.0254,0,3.631,Japan,9.33,30462,122703017,2,Japan,Parliamentary,2
JPN,1992,227890.0279,-83448.9679,683615.8427,0,-74330,15913.5623,161656.0495,89625.6426,0,3.674,Japan,9.381,30620,123177552,2,Japan,Parliamentary,2
JPN,1993,232805.7236,-83488.0966,669311.7694,0,-74330,16401.1581,169483.5656,87482.2456,0,3.715,Japan,9.298,30582,123653405,2,Japan,Parliamentary,2
JPN,1994,244871.0568,-83527.2486,715705.6884,0,-74330,16891.9539,163954.0267,88632.9735,0,3.758,Japan,9.759,30813,124097649,2,Japan,Parliamentary,2
JPN,1995,252551.8822,-83566.4238,711882.1587,0,-74330,17385.9496,176258.5502,89577.1287,0,3.799,Japan,9.842,31577,124486744,2,Japan,Parliamentary,2
JPN,1996,258118.562,-83605.6222,720928.0853,0,-74328,17883.0453,174528.3203,89087.3709,0,3.837,Japan,9.922,32485,124814986,2,Japan,Parliamentary,2
JPN,1997,259869.1416,-83644.844,717842.2237,0,-74333,18383.241,170905.9326,87754.7127,0,3.871,Japan,9.886,32756,125091571,2,Japan,Parliamentary,2
JPN,1998,258872.3476,-83684.0891,690710.3816,0,-74333,18886.4366,174725.2327,79971.2688,0,3.9,Japan,9.594,32300,125325617,2,Japan,Parliamentary,2
JPN,1999,260991.7216,-83723.3575,716950.8842,0,-74333,19392.9323,183257.4351,79782.5624,0,3.931,Japan,9.853,32158,125531619,2,Japan,Parliamentary,2
JPN,2000,260115,-83762.6493,728596.6,0,-74333,19900,185000,81927.7,0,3.961,Japan,10.003,32988,125720310,2,Japan,Parliamentary,2
JPN,2001,262688,-46484.9788,710373.1,0,-39145,20400,187000,79064.7,0,3.985,Japan,9.857,33044,125893623,2,Japan,Parliamentary,2
JPN,2002,257978,-46487.4426,746751.6,0,-39147,20900,197000,76649.7,0,4.01,Japan,10.133,33013,126048366,2,Japan,Parliamentary,2
JPN,2003,255741,-46489.904,758495.2,0,-39111,21500,192000,76682.7,0,4.029,Japan,10.159,33456,126184149,2,Japan,Parliamentary,2
JPN,2004,254166,-46492.3631,760005.8,0,-39142,22000,190000,77175.7,0,4.043,Japan,10.141,34167,126299414,2,Japan,Parliamentary,2
JPN,2005,249260,-46494.8198,773398.4,0,-39119,22500,190000,78904.7,0,4.052,Japan,10.19,34730,126392944,2,Japan,Parliamentary,2
JPN,2006,245360,-150958.968,764926.7,0,-142511,22800,184000,79013.7,0,4.056,Japan,10.022,35225,126464789,2,Japan,Parliamentary,2
JPN,2007,240760,-150997.0181,812338.4,0,-142515,23200,174000,78681.7,0,4.061,Japan,10.285,35805,126515486,2,Japan,Parliamentary,2
JPN,2008,221660,-151035.0492,768608.8,0,-142516,23500,162000,74702.7,0,4.055,Japan,9.625,35431,126544640,2,Japan,Parliamentary,2
JPN,2009,216415,-151073.0615,716128.9,0,-142511,23900,157000,65804.7,0,4.045,Japan,9.059,33549,126551705,2,Japan,Parliamentary,2
JPN,2010,218230,-151111.0548,761809,0,-142547,24200,162000,69267.7,0,4.035,Japan,9.452,34990,126535920,2,Japan,Parliamentary,2
JOR,1990,2683.3908,0,4869.542,0,0,0,1703.8537,832.5801,0,0.016,Jordan,2.918,7803,3415567,1,Jordan,Presidential,0
JOR,1991,2500.6859,0,5064.1,0,0,0,1733.3781,805.9811,0,0.017,Jordan,2.608,7525,3599359,1,Jordan,Presidential,0
JOR,1992,2638.637,0,5859.7489,0,0,0,2251.8753,1252.8502,0,0.018,Jordan,3.09,8134,3806045,1,Jordan,Presidential,0
JOR,1993,2722.6854,0,5987.395,0,0,0,2172.9236,1607.4007,0,0.019,Jordan,2.886,8041,4019284,1,Jordan,Presidential,0
JOR,1994,2721.7655,0,6503.7543,0,0,0,2289.4809,1558.7681,0,0.02,Jordan,3.098,8040,4216536,1,Jordan,Presidential,0
JOR,1995,2975.5006,0,6969.5162,0,0,0,2287.6806,1562.7714,0,0.021,Jordan,2.963,8211,4382005,1,Jordan,Presidential,0
JOR,1996,3044.414,0,7374.2612,0,0,0,2268.9979,1634.4043,0,0.022,Jordan,3.007,8141,4510082,1,Jordan,Presidential,0
JOR,1997,3186.7844,0,7567.5231,0,0,0,2469.9878,1462.3573,0,0.023,Jordan,2.982,8231,4606717,1,Jordan,Presidential,0
JOR,1998,3227.7188,0,8168.8431,0,0,0,2325.8463,1185.6731,0,0.024,Jordan,2.949,8340,4682018,1,Jordan,Presidential,0
JOR,1999,3300.7676,0,8010.0106,0,0,0,2442.5837,1195.6078,0,0.025,Jordan,2.903,8493,4751501,1,Jordan,Presidential,0
JOR,2000,3562.9,0,8105.0066,0,0,0,2730,1167.665,0,0.026,Jordan,3.037,8713,4827096,1,Jordan,Presidential,0
JOR,2001,3682.9,0,8006.0068,0,0,0,2590,1388.133,0,0.026,Jordan,3.079,9015,4910056,1,Jordan,Presidential,0
JOR,2002,3746.2,0,8803.0042,0,0,0,2600,1542.773,0,0.027,Jordan,3.191,9365,4998372,1,Jordan,Presidential,0
JOR,2003,3802.6,0,8282.0041,0,0,0,2870,1513.314,0,0.028,Jordan,3.235,9555,5096790,1,Jordan,Presidential,0
JOR,2004,4382.4,0,9357.0041,0,0,0,3080,1664.036,0,0.029,Jordan,3.474,10114,5210369,1,Jordan,Presidential,0
JOR,2005,4825.6,0,9974.0042,0,0,0,3230,1714.848,0,0.03,Jordan,3.682,10607,5342002,1,Jordan,Presidential,0
JOR,2006,4742.1,0,10634.0042,0,0,0,3060,1665.35,0,0.031,Jordan,3.556,11057,5495117,1,Jordan,Presidential,0
JOR,2007,5065.9,0,11330.0043,0,0,0,2930,1675.862,0,0.032,Jordan,3.556,11484,5667443,1,Jordan,Presidential,0
JOR,2008,5325.6,0,11892.0068,0,0,0,2440,1746.284,0,0.033,Jordan,3.287,11801,5848952,1,Jordan,Presidential,0
JOR,2009,5939.6,0,12117.0077,0,0,0,2560,1756.787,0,0.034,Jordan,3.206,11938,6025592,1,Jordan,Presidential,0
JOR,2010,6020.1,0,11746.0086,0,0,0,2160,1927.299,0,0.035,Jordan,2.946,11743,6187227,1,Jordan,Presidential,0
KAZ,1992,16105.2647,-867.4917,200339.219,0,300,0,36118.4849,15755.8424,0,0.879,Kazakhstan,14.605,11078,16430903,1,Kazakhstan,Presidential,0
KAZ,1993,13422.3903,-868.7499,176674.3438,0,300,0,24947.7484,14470.6779,0,0.881,Kazakhstan,12.846,10096,16293800,1,Kazakhstan,Presidential,0
KAZ,1994,9206.0275,-870.0124,165716.8371,0,300,0,19872.886,9692.0113,0,0.878,Kazakhstan,10.829,8953,16120117,1,Kazakhstan,Presidential,0
KAZ,1995,9327.5585,-871.279,139886.1249,0,300,0,21891.5119,9917.0369,0,0.874,Kazakhstan,10.495,8356,15925853,1,Kazakhstan,Presidential,0
KAZ,1996,8359.9332,-872.55,123167.2563,0,298,0,18191.931,8615.8853,0,0.869,Kazakhstan,9.779,8477,15712544,1,Kazakhstan,Presidential,0
KAZ,1997,7162,-873.8252,105318.5037,0,337,0,15488.9641,9974.0089,0,0.862,Kazakhstan,9.383,8720,15484686,1,Kazakhstan,Presidential,0
KAZ,1998,8072.1543,-875.1047,108501.1934,0,298,0,16095.1119,8532.1824,0,0.856,Kazakhstan,9.194,8668,15265189,1,Kazakhstan,Presidential,0
KAZ,1999,5893.731,-876.3885,96656.5557,0,298,0,15350.5761,10808.8843,0,0.847,Kazakhstan,7.642,8977,15082372,1,Kazakhstan,Presidential,0
KAZ,2000,5643.51,-877.6767,109610,0,297,0,15800,8624.94,0,0.84,Kazakhstan,9.284,9870,14956694,1,Kazakhstan,Presidential,0
KAZ,2001,4933.51,-4508.3917,113070,0,-132,0,15300,9677.32,0,0.833,Kazakhstan,8.817,11167,14897666,1,Kazakhstan,Presidential,0
KAZ,2002,6520.7,-4516.8422,118750,0,-132,0,17400,10146.91,0,0.827,Kazakhstan,9.956,12211,14901669,1,Kazakhstan,Presidential,0
KAZ,2003,4850.7,-4525.3209,131740,0,-119,0,20400,10484.01,0,0.822,Kazakhstan,10.938,13279,14959072,1,Kazakhstan,Presidential,0
KAZ,2004,10372,-4533.828,138170,0,-131,0,23200,11539.8,0,0.816,Kazakhstan,11.351,14458,15053492,1,Kazakhstan,Presidential,0
KAZ,2005,10267.8,-4542.3635,140170,0,-132,0,29500,11704.7,0,0.812,Kazakhstan,12.015,15728,15171805,1,Kazakhstan,Presidential,0
KAZ,2006,11288.4,-841.7005,155420,0,0,0,34400,12208.6,0,0.809,Kazakhstan,13.317,17239,15312333,1,Kazakhstan,Presidential,0
KAZ,2007,12647,-843.1154,154100,0,0,0,39300,12358.9,0,0.806,Kazakhstan,13.612,18572,15476093,1,Kazakhstan,Presidential,0
KAZ,2008,13391.7,-844.535,156080,0,8,0,45400,12655.29,0,0.802,Kazakhstan,13.383,18966,15655345,1,Kazakhstan,Presidential,0
KAZ,2009,11401.1,-845.9595,136000,0,0,0,37500,11908.79,0,0.798,Kazakhstan,12.99,18951,15841096,1,Kazakhstan,Presidential,0
KAZ,2010,11959,-847.3887,142150,0,0,0,65500,12322.39,0,0.796,Kazakhstan,14.445,20071,16026367,1,Kazakhstan,Presidential,0
KEN,1990,3533.2889,-213.757,1834.9974,0,58614,0,987.3917,928.1662,0,0.018,Kenya,0.249,2570,23447177,1,Kenya,Presidential,0
KEN,1991,3494.2042,-219.0375,1810.9277,0,58614,0,739.2097,885.6171,0,0.018,Kenya,0.2,2521,24240108,1,Kenya,Presidential,0
KEN,1992,3544.9402,-224.5856,1930.4456,0,58614,0,848.31,929.5042,0,0.018,Kenya,0.222,2403,25042330,1,Kenya,Presidential,0
KEN,1993,3474.1855,-230.4221,2366.7368,0,58614,0,862.1491,888.7807,0,0.019,Kenya,0.246,2326,25846436,1,Kenya,Presidential,0
KEN,1994,3823.3093,-236.57,2408.4972,0,58614,0,881.9251,879.7247,0,0.019,Kenya,0.247,2327,26642887,1,Kenya,Presidential,0
KEN,1995,3925.1079,-243.0549,2233.8281,0,58614,0,1083.4556,922.4952,0,0.019,Kenya,0.276,2367,27425720,1,Kenya,Presidential,0
KEN,1996,4059.9021,-249.9054,2477.2996,0,58590,0,1145.4636,1032.3687,0,0.02,Kenya,0.331,2405,28191597,1,Kenya,Presidential,0
KEN,1997,4038.4417,-257.1533,2360.9649,0,58749,0,1158.0191,892.4921,0,0.02,Kenya,0.285,2358,28944780,1,Kenya,Presidential,0
KEN,1998,3596.1047,-264.8341,3092.8711,0,58709,0,1247.7173,866.9447,0,0.021,Kenya,0.337,2372,29696410,1,Kenya,Presidential,0
KEN,1999,3523.72,-272.9879,3423.8075,0,58822,0,1480.1348,768.3027,0,0.021,Kenya,0.332,2368,30462154,1,Kenya,Presidential,0
KEN,2000,3686.84,-281.6597,3769.002,0,58513,0,1410,735.02,0,0.022,Kenya,0.331,2320,31253701,1,Kenya,Presidential,0
KEN,2001,3699.51,-47666.6667,3536.0016,0,-47240,0,1250,838.59,0,0.022,Kenya,0.29,2349,32076186,1,Kenya,Presidential,0
KEN,2002,3225.8,-47666.6667,3224.0013,0,-47254,0,1190,905.78,0,0.022,Kenya,0.24,2296,32927864,1,Kenya,Presidential,0
KEN,2003,3189.71,-47666.6667,2789.0013,0,-47124,0,940,1018.35,0,0.022,Kenya,0.198,2297,33805301,1,Kenya,Presidential,0
KEN,2004,3330.47,-47666.6667,3268.0016,0,-46639,0,1080,1086.25,0,0.022,Kenya,0.217,2335,34702176,1,Kenya,Presidential,0
KEN,2005,3945.71,-47666.6667,3726.0015,0,-47195,0,1350,1201.56,0,0.022,Kenya,0.237,2396,35614576,1,Kenya,Presidential,0
KEN,2006,4381.9,-30800,4339.0016,0,-29801,0,1390,1228.96,0,0.023,Kenya,0.258,2461,36540948,1,Kenya,Presidential,0
KEN,2007,4641.71,-30800,4273.0016,0,-30364,0,1380,1367.26,0,0.023,Kenya,0.258,2553,37485246,1,Kenya,Presidential,0
KEN,2008,4686.24,-30800,4073.0016,0,-29812,0,1280,1588.06,0,0.023,Kenya,0.261,2484,38455418,1,Kenya,Presidential,0
KEN,2009,4529.08,-30800,4673.0017,0,-30038,0,1640,1600.17,0,0.024,Kenya,0.307,2490,39462188,1,Kenya,Presidential,0
KEN,2010,5383.08,-30800,4343.0017,0,-30534,0,1630,1732.28,0,0.024,Kenya,0.294,2625,40512682,1,Kenya,Presidential,0
KWT,1990,3682.4621,-31.2052,22028.2281,0,-31,0,1408.9182,1556.3632,0,0.099,Kuwait,24.271,39533,2087687,1,Kuwait,Presidential,0
KWT,1991,3914.7903,-31.2052,11808.016,0,-31,0,393.6314,1038.3326,0,0.097,Kuwait,5.001,23924,2031004,1,Kuwait,Presidential,0
KWT,1992,4441.4876,-31.2052,22870.4913,0,-31,0,2055.7893,1295.9649,0,0.097,Kuwait,10.992,45979,1924077,1,Kuwait,Presidential,0
KWT,1993,4674.4956,-31.2052,27818.7179,0,-31,0,2301.9439,1566.7221,0,0.099,Kuwait,18.71,66208,1795976,1,Kuwait,Presidential,0
KWT,1994,4923.9385,-31.2052,33662.3292,0,-31,0,2521.6148,1874.8135,0,0.101,Kuwait,23.366,76146,1687552,1,Kuwait,Presidential,0
KWT,1995,5369.1609,-31.2052,34966.1952,0,-31,0,2809.9954,2376.2909,0,0.104,Kuwait,34.011,80012,1627911,1,Kuwait,Presidential,0
KWT,1996,5455.9241,-31.2052,34358.2784,0,-31,0,2864.7431,2342.9653,0,0.107,Kuwait,30.71,80448,1628120,1,Kuwait,Presidential,0
KWT,1997,5659.4912,-31.2052,36445.5761,0,-31,0,2952.6755,2460.5198,0,0.11,Kuwait,31.994,80091,1678812,1,Kuwait,Presidential,0
KWT,1998,5797.0087,-31.2052,41209.6876,0,-31,0,2942.104,2236.577,0,0.112,Kuwait,28.154,79254,1763693,1,Kuwait,Presidential,0
KWT,1999,5945.7328,-31.2052,42813.6118,0,-31,0,3042.1381,2274.7637,0,0.115,Kuwait,27.582,74189,1857217,1,Kuwait,Presidential,0
KWT,2000,5910,-31.2052,44610,0,-31,0,331,2479.5658,0,0.117,Kuwait,26.098,74597,1940786,1,Kuwait,Presidential,0
KWT,2001,6000,-32.7944,43830,0,-33,0,345,2280.7181,0,0.12,Kuwait,27.302,72477,2009588,1,Kuwait,Presidential,0
KWT,2002,6360,-32.7944,42300,0,-33,0,355,2839.5701,0,0.122,Kuwait,27.138,72755,2069816,1,Kuwait,Presidential,0
KWT,2003,6970,-32.7944,51400,0,-33,0,368,3026.2218,0,0.125,Kuwait,27.601,83176,2126786,1,Kuwait,Presidential,0
KWT,2004,7450,-32.7944,57530,0,-33,0,374,3479.7635,0,0.127,Kuwait,28.751,89137,2189485,1,Kuwait,Presidential,0
KWT,2005,8120,-32.7944,64770,0,-33,0,430,3513.3052,0,0.13,Kuwait,31.402,93903,2264014,1,Kuwait,Presidential,0
KWT,2006,9400,-41.6444,58850,0,-42,0,433,3596.8468,0,0.133,Kuwait,31.006,95645,2351441,1,Kuwait,Presidential,0
KWT,2007,9690,-41.6444,57830,0,-42,0,469,3797.3885,0,0.136,Kuwait,30.027,95421,2447818,1,Kuwait,Presidential,0
KWT,2008,10000,-41.6444,60070,0,-42,0,515,3966.9301,0,0.139,Kuwait,31.165,91763,2548351,1,Kuwait,Presidential,0
KWT,2009,11200,-41.6444,64210,0,-42,0,502,4090.4718,0,0.142,Kuwait,30.944,80061,2646286,1,Kuwait,Presidential,0
KWT,2010,11200,-41.6444,70040,0,-42,0,526,4253.1135,0,0.145,Kuwait,29.869,73610,2736732,1,Kuwait,Presidential,0
KGZ,1992,1471.2657,-2427.7424,6091.726,0,-2428,0,5997.3669,574.9831,0,0.038,Kyrgyzstan,2.517,3606,4476402,1,Kyrgyzstan,Presidential,0
KGZ,1993,898.1996,-2424.1789,4437.9074,0,-2424,0,4554.9982,366.0874,0,0.038,Kyrgyzstan,1.92,3144,4506563,1,Kyrgyzstan,Presidential,0
KGZ,1994,358.1396,-2420.6432,3837.6584,0,-2421,0,2220.9915,246.0793,0,0.038,Kyrgyzstan,1.376,2525,4542747,1,Kyrgyzstan,Presidential,0
KGZ,1995,914.9047,-2417.1348,2755.9003,0,-2417,0,1002.4708,190.0986,0,0.037,Kyrgyzstan,0.992,2365,4592135,1,Kyrgyzstan,Presidential,0
KGZ,1996,938.0848,-2413.6535,3485.1675,0,-2414,0,1338.7232,296.5713,0,0.037,Kyrgyzstan,1.229,2497,4658815,1,Kyrgyzstan,Presidential,0
KGZ,1997,1014.2229,-2410.1992,3466.5289,0,-2410,0,1084.5944,360.1838,0,0.037,Kyrgyzstan,1.192,2707,4739263,1,Kyrgyzstan,Presidential,0
KGZ,1998,1038.1732,-2406.7714,2979.8607,0,-2407,0,1892.9876,371.0568,0,0.036,Kyrgyzstan,1.243,2727,4823870,1,Kyrgyzstan,Presidential,0
KGZ,1999,833.578,-2403.3699,2884.4713,0,-2403,0,1039.969,223.6322,0,0.036,Kyrgyzstan,0.961,2788,4898865,1,Kyrgyzstan,Presidential,0
KGZ,2000,616,-2399.9944,2924.193,0,-2400,0,1090,275.6987,0,0.035,Kyrgyzstan,0.941,2908,4954850,1,Kyrgyzstan,Presidential,0
KGZ,2001,538.8,-2420,2393.191,0,-2420,0,911,260.6467,0,0.035,Kyrgyzstan,0.784,3038,4987944,1,Kyrgyzstan,Presidential,0
KGZ,2002,636,-2420,3090.191,0,-2420,0,1210,289.2057,0,0.035,Kyrgyzstan,0.992,3015,5002691,1,Kyrgyzstan,Presidential,0
KGZ,2003,968,-2420,3360.173,0,-2420,0,1140,388.6627,0,0.034,Kyrgyzstan,1.083,3198,5008348,1,Kyrgyzstan,Presidential,0
KGZ,2004,1128,-2420,3420.186,0,-2420,0,1220,441.8007,0,0.034,Kyrgyzstan,1.165,3386,5018366,1,Kyrgyzstan,Presidential,0
KGZ,2005,1051,-2420,3130.186,0,-2420,0,1050,460.3787,0,0.034,Kyrgyzstan,1.101,3347,5042381,1,Kyrgyzstan,Presidential,0
KGZ,2006,852,8444.435,3030.178,0,14447,0,1090,591.9367,0,0.033,Kyrgyzstan,1.073,3419,5083724,1,Kyrgyzstan,Presidential,0
KGZ,2007,884,8835.3321,3190.173,0,14447,0,1540,627.2937,0,0.033,Kyrgyzstan,1.276,3681,5139213,1,Kyrgyzstan,Presidential,0
KGZ,2008,898.1,9264.1754,3680.178,0,14447,0,1400,623.6417,0,0.033,Kyrgyzstan,1.454,3927,5204104,1,Kyrgyzstan,Presidential,0
KGZ,2009,1096.9,9736.7722,3880.176,0,14447,0,2250,626.8997,0,0.032,Kyrgyzstan,1.271,3995,5270894,1,Kyrgyzstan,Presidential,0
KGZ,2010,1116.9,10260.1785,3750.173,0,14447,0,1950,684.9577,0,0.032,Kyrgyzstan,1.177,3938,5334223,1,Kyrgyzstan,Presidential,0
LAO,1990,105.5852,-18634.9753,39.5236,0,8444,0,97.6492,8.7906,0,0.001,Laos,0.049,1725,4192414,1,Laos,Assembly-Elected President,1
LAO,1991,116.8081,-18752.3655,43.144,0,8444,0,102.0409,8.9207,0,0.001,Laos,0.053,1749,4312348,1,Laos,Assembly-Elected President,1
LAO,1992,149.7027,-18871.254,49.4095,0,8444,0,102.8558,9.0595,0,0.001,Laos,0.058,1795,4434570,1,Laos,Assembly-Elected President,1
LAO,1993,140.9864,-18991.6697,52.6062,0,8444,0,107.2363,9.193,0,0.001,Laos,0.056,1849,4557216,1,Laos,Assembly-Elected President,1
LAO,1994,141.7416,-19113.6422,57.8122,0,8444,0,110.309,10.7121,0,0.001,Laos,0.057,1944,4677981,1,Laos,Assembly-Elected President,1
LAO,1995,154.3993,-19237.2019,62.6174,0,8444,0,124.1856,10.8436,0,0.001,Laos,0.072,2023,4795112,1,Laos,Assembly-Elected President,1
LAO,1996,186.117,-19362.3799,96.7383,0,8444,0,140.455,10.529,0,0.001,Laos,0.097,2119,4907960,1,Laos,Assembly-Elected President,1
LAO,1997,200.0615,-19489.2083,150.3606,0,8444,0,146.7144,10.2101,0,0.001,Laos,0.121,2216,5016576,1,Laos,Assembly-Elected President,1
LAO,1998,202.1537,-19617.7199,156.6092,0,8444,0,154.8916,43.0531,0,0.001,Laos,0.134,2254,5120845,1,Laos,Assembly-Elected President,1
LAO,1999,199.0798,-19747.9485,151.0774,0,8444,0,163.1278,43.0535,0,0.001,Laos,0.177,2365,5220920,1,Laos,Assembly-Elected President,1
LAO,2000,214.63,-19879.9287,171.5,0,8444,0,157,48.5355,0,0.001,Laos,0.176,2450,5317060,1,Laos,Assembly-Elected President,1
LAO,2001,208.02,16199.3333,197.6,0,16199,0,155,48.5084,0,0.001,Laos,0.161,2543,5408912,1,Laos,Assembly-Elected President,1
LAO,2002,170.496,16199.3333,187.5,0,16199,0,137,114.3814,0,0.001,Laos,0.209,2655,5496700,1,Laos,Assembly-Elected President,1
LAO,2003,169.398,16199.3333,185.7,0,16199,0,104,118.5444,0,0.001,Laos,0.197,2782,5582028,1,Laos,Assembly-Elected President,1
LAO,2004,166.954,16199.3333,189.7,0,16199,0,118,118.7184,0,0.002,Laos,0.245,2930,5667055,1,Laos,Assembly-Elected President,1
LAO,2005,175.72,16199.3333,197,0,16199,0,94.6,118.9015,0,0.002,Laos,0.243,3080,5753341,1,Laos,Assembly-Elected President,1
LAO,2006,172.27,16199.3333,198,0,16199,0,95.3,183.0755,0,0.002,Laos,0.265,3003,5841572,1,Laos,Assembly-Elected President,1
LAO,2007,175.78,16199.3333,196.4,0,16199,0,199,181.2495,0,0.002,Laos,0.153,3489,5931385,1,Laos,Assembly-Elected President,1
LAO,2008,178.92,16199.3333,200.8,0,16199,0,213,179.4326,0,0.002,Laos,0.157,3694,6022001,1,Laos,Assembly-Elected President,1
LAO,2009,180.05,16199.3333,202.8,0,16199,0,253,181.6066,0,0.002,Laos,0.205,3900,6112143,1,Laos,Assembly-Elected President,1
LAO,2010,180.68,16199.3333,204,0,16199,0,292,199.78,0,0.002,Laos,0.263,4144,6200894,1,Laos,Assembly-Elected President,1
LVA,1992,2949.2754,-15295.1752,8480.7496,0,-9740,0.0389,2686.0372,392.4714,0,0.049,Latvia,5.438,8141,2612722,1,Latvia,Assembly-Elected President,1
