Code,Year,Transport,Forestry,Energy,Other sources,"Agriculture, Land Use & Forestry",Waste,Residential & commercial,Industry,Agriculture,Share of global cumulative CO₂ emissions (%),Entity,Per capita CO₂ emissions (tonnes per capita),GDP per capita (2011 int-$) ($),Total population (Gapminder),Country Size Category,countryname,system,System Category
AFG,1990,607.277,0,277.4122,0,0,0,918.4148,118.8101,0,0.007,Afghanistan,0.213,1992,13032161,1,Afghanistan,Presidential,0
AFG,1991,531.4588,0,270.1278,0,0,0,690.8751,129.7491,0,0.007,Afghanistan,0.188,1761,14069854,1,Afghanistan,Presidential,0
AFG,1992,376.1294,0,154.5804,0,0,0,373.4546,141.6256,0,0.007,Afghanistan,0.099,1629,15472076,1,Afghanistan,Presidential,0
AFG,1993,323.7141,0,151.7126,0,0,0,325.8062,124.728,0,0.007,Afghanistan,0.089,1080,17053213,1,Afghanistan,Presidential,0
AFG,1994,310.3998,0,146.3426,0,0,0,265.0813,147.0716,0,0.007,Afghanistan,0.08,772,18553819,1,Afghanistan,Presidential,0
AFG,1995,310.7176,0,119.5816,0,0,0,275.2021,148.7317,0,0.007,Afghanistan,0.073,1101,19789880,1,Afghanistan,Presidential,0
AFG,1996,305.0527,0,111.9971,0,0,0,211.7821,148.3851,0,0.007,Afghanistan,0.066,1008,20684982,1,Afghanistan,Presidential,0
AFG,1997,304.4594,0,95.4765,0,0,0,235.9465,147.5178,0,0.007,Afghanistan,0.06,926,21299350,1,Afghanistan,Presidential,0
AFG,1998,291.3629,0,91.6882,0,0,0,217.0613,145.0774,0,0.007,Afghanistan,0.055,856,21752257,1,Afghanistan,Presidential,0
AFG,1999,280.7938,0,101.8636,0,0,0,245.8465,144.2724,0,0.007,Afghanistan,0.042,787,22227543,1,Afghanistan,Presidential,0
AFG,2000,269.17,0,96.7,0,0,0,182,147.59,0,0.007,Afghanistan,0.038,735,22856302,1,Afghanistan,Presidential,0
AFG,2001,260.88,0,101.1,0,0,0,93.2,128.38,0,0.007,Afghanistan,0.039,692,23677385,1,Afghanistan,Presidential,0
AFG,2004,229.59,0,82,0,0,0,17,144.24,0,0.007,Afghanistan,0.039,1107,26693486,1,Afghanistan,Presidential,0
AFG,2005,234.96,0,84,0,0,0,54.2,146.96,0,0.007,Afghanistan,0.053,1187,27614718,1,Afghanistan,Presidential,0
AFG,2006,204.15,0,74.2,0,0,0,51.2,142.28,0,0.007,Afghanistan,0.064,1257,28420974,1,Afghanistan,Presidential,0
AFG,2007,196.53,0,70.2,0,0,0,94.3,146.1,0,0.007,Afghanistan,0.085,1447,29145841,1,Afghanistan,Presidential,0
AFG,2008,195.14,0,70.3,0,0,0,103,148.22,0,0.007,Afghanistan,0.154,1464,29839994,1,Afghanistan,Presidential,0
AFG,2009,182.08,0,65.7,0,0,0,120,150.84,0,0.007,Afghanistan,0.241,1669,30577756,1,Afghanistan,Presidential,0
AFG,2010,169.14,0,61,0,0,0,136,157.76,0,0.008,Afghanistan,0.294,1685,31411743,1,Afghanistan,Presidential,0
ALB,1990,718.5684,-481.445,2924.7909,0,121,1.2441,2102.8101,531.5534,0,0.021,Albania,1.679,4454,3289483,1,Albania,Assembly-Elected President,1
ALB,1991,541.8246,-482.6352,2008.9023,0,121,1.1361,1330.2999,343.6323,0,0.021,Albania,1.307,3271,3291695,1,Albania,Assembly-Elected President,1
ALB,1992,416.8524,-483.8313,1156.0769,0,121,1.1324,579.6248,162.28,0,0.021,Albania,0.775,3143,3266983,1,Albania,Parliamentary,2
ALB,1993,516.0022,-485.0333,1072.3194,0,121,1.1972,394.6873,177.3608,0,0.021,Albania,0.731,3451,3224901,1,Albania,Parliamentary,2
ALB,1994,643.7355,-486.2414,1138.9575,0,121,1.2639,335.422,199.2575,0,0.021,Albania,0.611,3721,3179442,1,Albania,Parliamentary,2
ALB,1995,634.7268,-487.4554,891.3623,0,121,1.3331,330.2491,196.1642,0,0.02,Albania,0.67,3992,3141102,1,Albania,Parliamentary,2
ALB,1996,630.8238,-488.6755,783.001,0,121,1.4086,463.9083,180.4109,0,0.02,Albania,0.653,4294,3112597,1,Albania,Parliamentary,2
ALB,1997,498.0707,-489.9018,561.3776,0,121,1.3866,380.7151,148.4642,0,0.02,Albania,0.498,3799,3091902,1,Albania,Parliamentary,2
ALB,1998,750.8032,-491.1342,637.974,0,121,1.4859,300.0517,120.8963,0,0.019,Albania,0.564,4150,3079037,1,Albania,Parliamentary,2
ALB,1999,1422.6851,-492.3728,768.9531,0,121,1.5802,810.8697,144.9111,0,0.019,Albania,0.956,4723,3072725,1,Albania,Parliamentary,2
ALB,2000,1487,-493.6177,812.088,0,121,1.67,835,125.58,0,0.019,Albania,0.967,5097,3071856,1,Albania,Parliamentary,2
ALB,2001,1567,733.3333,853.173,0,890,1.76,881,189.92,0,0.019,Albania,1.031,5574,3077378,1,Albania,Parliamentary,2
ALB,2002,1788.1,733.3333,792.276,0,889,1.83,1270,260.51,0,0.019,Albania,1.202,5883,3089778,1,Albania,Parliamentary,2
ALB,2003,1949.3,733.3333,776.331,0,891,1.92,1210,344.14,0,0.019,Albania,1.379,6265,3106701,1,Albania,Parliamentary,2
ALB,2004,1820,733.3333,739.84,0,889,2.02,881,358.29,0,0.019,Albania,1.343,6663,3124861,1,Albania,Parliamentary,2
ALB,2005,2384,733.3333,824.11,0,889,2.12,1170,308.64,0,0.018,Albania,1.38,7080,3141800,1,Albania,Parliamentary,2
ALB,2006,1930,-642.8195,1027.25,0,-210,2.18,1040,344.79,0,0.018,Albania,1.274,7545,3156607,1,Albania,Parliamentary,2
ALB,2007,2124.8,-643.8234,888.41,0,-198,2.25,879,499.35,0,0.018,Albania,1.296,8035,3169665,1,Albania,Parliamentary,2
ALB,2008,2344,-644.8305,820.45,0,-209,2.32,649,509.91,0,0.018,Albania,1.461,8659,3181397,1,Albania,Parliamentary,2
ALB,2009,2376.5,-645.8407,717.06,0,-211,2.39,597,488.86,0,0.018,Albania,1.475,8954,3192723,1,Albania,Parliamentary,2
ALB,2010,2393.2,-646.8541,865.98,0,-211,2.46,668,534.51,0,0.018,Albania,1.561,9272,3204284,1,Albania,Parliamentary,2
DZA,1990,11901.6586,-37.6513,42686.7094,0,880,0,10880.9283,4024.615,0,0.153,Algeria,2.968,10716,25299182,1,Algeria,Presidential,0
DZA,1991,12654.6256,-37.2166,44890.5192,0,880,0,12234.3578,4038.2597,0,0.158,Algeria,2.974,10327,25930560,1,Algeria,Presidential,0
DZA,1992,12758.6925,-36.7772,49831.8376,0,880,0,12327.0173,4687.6502,0,0.163,Algeria,2.946,10228,26557969,1,Algeria,Presidential,0
DZA,1993,13166.0056,-36.3332,50213.7512,0,880,0,12580.5537,4473.4203,0,0.169,Algeria,2.956,9769,27169903,1,Algeria,Presidential,0
DZA,1994,12140.6109,-35.8844,49839.4227,0,880,0,12125.9712,3819.8671,0,0.174,Algeria,3.045,9471,27751086,1,Algeria,Presidential,0
DZA,1995,11918.5893,-35.4308,53013.3761,0,880,0,11739.7064,3764.5454,0,0.18,Algeria,3.294,9639,28291591,1,Algeria,Presidential,0
DZA,1996,12201.1577,-34.9723,51762.7813,0,880,0,11520.1284,3938.5306,0,0.186,Algeria,3.299,9827,28786855,1,Algeria,Presidential,0
DZA,1997,12562.078,-34.5087,50278.7164,0,880,0,10840.7591,4522.3995,0,0.19,Algeria,2.92,9772,29242917,1,Algeria,Presidential,0
DZA,1998,12385.5089,-34.0401,49427.4876,0,880,0,12371.9947,4557.9254,0,0.196,Algeria,3.524,10115,29673694,1,Algeria,Presidential,0
DZA,1999,12863.1716,-33.5663,50805.2541,0,880,0,13101.9511,4852.5177,0,0.201,Algeria,2.989,10288,30099010,1,Algeria,Presidential,0
DZA,2000,13530,-33.0873,51083,0,880,0,12800,5187.51,0,0.205,Algeria,2.815,10528,30533827,1,Algeria,Presidential,0
DZA,2001,13380,-727.8066,49595,0,513,0,13300,5143.92,0,0.208,Algeria,2.664,10690,30982214,1,Algeria,Presidential,0
DZA,2002,13400,-730.1579,50401,0,513,0,14200,5606.44,0,0.211,Algeria,2.808,11129,31441848,1,Algeria,Presidential,0
DZA,2003,14868,-732.5351,53213,0,513,0,15200,5554.96,0,0.214,Algeria,2.824,11762,31913462,1,Algeria,Presidential,0
DZA,2004,15448,-734.9386,50252,0,513,0,17200,6318.28,0,0.216,Algeria,2.694,12088,32396048,1,Algeria,Presidential,0
DZA,2005,15980,-737.3689,51467,0,513,0,19000,7050.91,0,0.22,Algeria,3.22,12619,32888449,1,Algeria,Presidential,0
DZA,2006,16440,-6746.6667,54970,0,-6747,0,19400,7610.43,0,0.223,Algeria,2.99,12639,33391954,1,Algeria,Presidential,0
DZA,2007,18730,-6746.6667,53999,0,-6747,0,21200,8159.25,0,0.226,Algeria,3.187,12842,33906605,1,Algeria,Presidential,0
DZA,2008,20010,-6746.6667,55679,0,-6747,0,22100,8589.48,0,0.229,Algeria,3.159,12910,34428028,1,Algeria,Presidential,0
DZA,2009,33260,-6746.6667,56987,0,-6747,0,13500,8818.3,0,0.233,Algeria,3.42,12880,34950168,1,Algeria,Presidential,0
DZA,2010,33530,-6746.6667,57519,0,-6747,0,13200,10070.82,0,0.236,Algeria,3.297,13092,35468208,1,Algeria,Presidential,0
AGO,1990,1016.8105,147.8649,9173.5207,0,83384,0,661.6754,165.8788,0,0.014,Angola,0.42,4325,10335052,1,Angola,Assembly-Elected President,1
AGO,1991,1255.8726,148.1676,9101.8257,0,83384,0,687.4952,169.839,0,0.015,Angola,0.405,4253,10653515,1,Angola,Assembly-Elected President,1
AGO,1992,1188.0872,148.4715,9216.3319,0,83384,0,617.4753,195.1636,0,0.015,Angola,0.4,3894,11002910,1,Angola,Presidential,0
AGO,1993,1211.4749,148.7766,9564.5344,0,83384,0,515.5114,139.8344,0,0.015,Angola,0.43,2870,11371750,1,Angola,Presidential,0
AGO,1994,1540.1015,149.083,8449.6311,0,83384,0,633.5407,162.3237,0,0.015,Angola,0.281,2819,11742960,1,Angola,Presidential,0
AGO,1995,1069.1006,149.3906,10250.8646,0,83384,0,667.1658,161.8039,0,0.016,Angola,0.769,3142,12105105,1,Angola,Presidential,0
AGO,1996,989.5195,149.6995,12573.1393,0,81980,0,911.7992,148.2351,0,0.017,Angola,0.712,3461,12452725,1,Angola,Presidential,0
AGO,1997,1051.5074,150.0097,13155.7839,0,79158,0,910.3039,161.8371,0,0.017,Angola,0.489,3607,12792237,1,Angola,Presidential,0
AGO,1998,835.3745,150.3212,13752.2009,0,83774,0,1011.832,182.833,0,0.017,Angola,0.471,3668,13138265,1,Angola,Presidential,0
AGO,1999,1156.9768,150.634,14073.4055,0,79218,0,1255.7767,182.4507,0,0.018,Angola,0.574,3644,13511575,1,Angola,Presidential,0
AGO,2000,1070,150.9481,13210,0,82397,0,1050,182.18,0,0.018,Angola,0.58,3659,13926373,1,Angola,Presidential,0
AGO,2001,1200,151.2635,12695,0,71491,0,1170,267.67,0,0.019,Angola,0.572,3720,14388244,1,Angola,Presidential,0
AGO,2002,1480,151.5802,12171,0,84023,0,1200,285.53,0,0.02,Angola,0.72,4112,14890474,1,Angola,Presidential,0
AGO,2003,3178,151.8983,11790,0,86993,0,1180,328.44,0,0.02,Angola,0.498,4187,15419943,1,Angola,Presidential,0
AGO,2004,2970,152.2177,12879,0,93722,0,1230,349.36,0,0.021,Angola,0.995,4481,15957460,1,Angola,Presidential,0
AGO,2005,2328,152.5384,12038,0,94768,0,936,581.39,0,0.022,Angola,0.979,5136,16489021,1,Angola,Presidential,0
AGO,2006,3028,152.8605,10377,0,75215,0,1830,599.32,0,0.023,Angola,1.098,6024,17010366,1,Angola,Presidential,0
AGO,2007,3982,153.1839,9955,0,91412,0,1940,604.26,0,0.025,Angola,1.197,7173,17525367,1,Angola,Presidential,0
AGO,2008,3634,153.5088,9731,0,77597,0,2340,598.29,0,0.026,Angola,1.181,7936,18037964,1,Angola,Presidential,0
AGO,2009,4264,153.835,9661,0,77734,0,2760,599.21,0,0.028,Angola,1.232,7900,18555115,1,Angola,Presidential,0
AGO,2010,5787,154.1626,9181,0,81041,0,3000,655.18,0,0.029,Angola,1.242,7940,19081912,1,Angola,Presidential,0
ARG,1990,28515.7249,-61442.0481,52662.1872,0,65804,0,22029.8978,3496.0448,0,0.457,Argentina,3.424,11300,32642442,1,Argentina,Presidential,0
ARG,1991,30036.8099,-61907.7247,55081.4259,0,65804,0,22138.9275,3779.498,0,0.458,Argentina,3.525,12311,33093579,1,Argentina,Presidential,0
ARG,1992,32197.5079,-62381.3193,55050.5037,0,65804,0,22248.8575,4036.5956,0,0.461,Argentina,3.603,13394,33540023,1,Argentina,Presidential,0
ARG,1993,35812.4631,-62863.0354,51478.5082,0,65804,0,24739.1355,4289.8952,0,0.462,Argentina,3.454,14049,33982035,1,Argentina,Presidential,0
ARG,1994,38101.6268,-63353.0838,52019.5026,0,65804,0,25532.1514,4579.831,0,0.464,Argentina,3.539,14682,34420352,1,Argentina,Presidential,0
ARG,1995,40092.7146,-63851.6826,50186.8271,0,65804,0,25896.8507,4354.4495,0,0.467,Argentina,3.654,14091,34855160,1,Argentina,Presidential,0
ARG,1996,42197.3561,-64359.0576,56937.0658,0,65931,0,28405.3336,4445.1671,0,0.469,Argentina,3.808,14700,35287113,1,Argentina,Presidential,0
ARG,1997,43409.1982,-64875.4425,57622.8292,0,65369,0,25805.4258,5730.3618,0,0.472,Argentina,3.848,15708,35714929,1,Argentina,Presidential,0
ARG,1998,45923.4446,-65401.0794,68084.9516,0,66735,0,25926.8588,6030.9777,0,0.474,Argentina,3.855,16127,36134642,1,Argentina,Presidential,0
ARG,1999,44534.7108,-65936.2193,70831.0864,0,66062,0,27567.1054,6121.9034,0,0.478,Argentina,4.007,15409,36541029,1,Argentina,Presidential,0
ARG,2000,44291,-66481.1222,70725,0,65320,0,27000,6239.45,0,0.48,Argentina,3.832,15119,36930709,1,Argentina,Presidential,0
ARG,2001,39262,-58092.3373,65146,0,83712,0,25700,6613.41,0,0.481,Argentina,3.566,14298,37302116,1,Argentina,Presidential,0
ARG,2002,33202.4,-58660.5442,60910,0,86750,0,24700,6160.37,0,0.481,Argentina,3.289,12609,37657340,1,Argentina,Presidential,0
ARG,2003,33792.4,-59240.9494,66810,0,85591,0,26900,6950.23,0,0.482,Argentina,3.523,13582,38001251,1,Argentina,Presidential,0
ARG,2004,36372.4,-59833.95,80220,0,91973,0,29300,7392.2,0,0.483,Argentina,4.066,14650,38340778,1,Argentina,Presidential,0
ARG,2005,39114.8,-60439.9605,79045,0,87669,0,30700,8061.26,0,0.485,Argentina,4.138,15776,38681174,1,Argentina,Presidential,0
ARG,2006,41321,-34633.3709,85974,0,105466,0,31600,8681.12,0,0.487,Argentina,4.431,16876,39023850,1,Argentina,Presidential,0
ARG,2007,41955,-34993.4449,91858,0,97338,0,32100,9314.09,0,0.489,Argentina,4.379,18226,39368066,1,Argentina,Presidential,0
ARG,2008,40936,-35361.2688,93272,0,102414,0,31900,9457.05,0,0.492,Argentina,4.679,18779,39714298,1,Argentina,Presidential,0
ARG,2009,36511.6,-35737.0954,90785,0,103151,0,32100,8219.01,0,0.493,Argentina,4.407,17490,40062470,1,Argentina,Presidential,0
ARG,2010,38861.6,-36121.1888,88721,0,94811,0,34300,8889.97,0,0.495,Argentina,4.555,19068,40412376,1,Argentina,Presidential,0
ARM,1992,1861.7745,75.7811,6268.612,0,128,0,2594.6709,395.5837,0,0.02,Armenia,1.69,2623,3449940,1,Armenia,Presidential,0
ARM,1993,1209.2893,75.8647,2825.2576,0,128,0,923.7151,301.5523,0,0.019,Armenia,0.758,2377,3370373,1,Armenia,Presidential,0
ARM,1994,162.3987,75.9485,1461.4459,0,128,0,1064.6668,257.7534,0,0.019,Armenia,0.822,2607,3290540,1,Armenia,Presidential,0
ARM,1995,115.9985,76.0323,1899.1055,0,128,0,1358.594,301.637,0,0.019,Armenia,1.06,2878,3223173,1,Armenia,Presidential,0
ARM,1996,60.8992,76.1163,2054.3113,0,128,0,360.2161,321.8673,0,0.019,Armenia,0.808,3036,3172185,1,Armenia,Presidential,0
ARM,1997,63.7993,76.2003,2653.5919,0,128,0,439.271,324.2688,0,0.019,Armenia,1.031,3147,3134836,1,Armenia,Presidential,0
ARM,1998,69.5991,76.2845,2763.529,0,128,0,454.1239,325.3896,0,0.019,Armenia,1.081,3351,3109101,1,Armenia,Presidential,0
ARM,1999,72.4992,76.3687,2488.8328,0,128,0,377.9674,317.5978,0,0.019,Armenia,0.974,3460,3090624,1,Armenia,Presidential,0
ARM,2000,580,76.4531,2322,0,128,0,527,287.5378,0,0.018,Armenia,1.127,3667,3076098,1,Armenia,Presidential,0
ARM,2001,577,82.8028,2340,0,117,0,550,320.7018,0,0.018,Armenia,1.16,4015,3065810,1,Armenia,Presidential,0
ARM,2002,551,82.8526,1715,0,117,0,646,342.9678,0,0.018,Armenia,1.002,4614,3061067,1,Armenia,Presidential,0
ARM,2003,595,82.9024,1863,0,117,0,820,354.7578,0,0.018,Armenia,1.137,5275,3060554,1,Armenia,Presidential,0
ARM,2004,580,82.9523,1866,0,117,0,991,411.2678,0,0.018,Armenia,1.213,5832,3062612,1,Armenia,Presidential,0
ARM,2005,560,83.0022,2309,0,117,0,1150,456.8978,0,0.018,Armenia,1.459,6660,3065954,1,Armenia,Presidential,0
ARM,2006,525,-286.7068,2344,0,125,0,1140,461.8878,0,0.018,Armenia,1.48,7547,3069844,1,Armenia,Presidential,0
ARM,2007,516,-286.053,2800,0,125,0,1280,501.2978,0,0.018,Armenia,1.725,8591,3074181,1,Armenia,Presidential,0
ARM,2008,2750,-285.3985,3280,0,125,0,1420,517.1878,0,0.018,Armenia,1.908,9194,3079087,1,Armenia,Presidential,0
ARM,2009,2500,-284.7431,2220,0,125,0,1320,516.2778,0,0.018,Armenia,1.509,7899,3084979,1,Armenia,Presidential,0
ARM,2010,2760,-284.087,1563,0,125,0,1420,549.3678,0,0.017,Armenia,1.463,8079,3092072,1,Armenia,Presidential,0
AUS,1990,62401.904,-6839.5154,187137.3307,189,-2929,11.1746,13683.7085,10547.4655,0,0.938,Australia,16.334,31200,17096153,1,Australia,Parliamentary,2
AUS,1991,60951.9656,-6839.5154,190304.1842,189,-2929,11.4098,13775.855,10228.3063,0,0.946,Australia,16.2,30426,17320633,1,Australia,Parliamentary,2
AUS,1992,62456.6784,-6839.5154,192568.9455,189,-2929,11.6449,14208.1392,10007.4199,0,0.955,Australia,16.29,31024,17529469,1,Australia,Parliamentary,2
AUS,1993,63581.8162,-6839.5154,194829.8865,189,-2929,11.88,14748.211,10361.8883,0,0.964,Australia,16.352,32020,17727413,1,Australia,Parliamentary,2
AUS,1994,65236.7058,-6839.5154,195284.6289,189,-2929,12.1152,14604.8341,11297.9773,0,0.972,Australia,16.437,33180,17921818,1,Australia,Parliamentary,2
AUS,1995,67949.189,-6839.5154,199885.2401,189,-2929,12.3504,15391.4235,10962.28,0,0.981,Australia,16.887,33908,18118416,1,Australia,Parliamentary,2
AUS,1996,70450.1964,-6839.5154,212377.3637,189,-3061,12.5855,15816.4538,11094.9442,0,0.989,Australia,17.085,34850,18319637,1,Australia,Parliamentary,2
AUS,1997,71829.5663,-6839.5154,227447.4986,189,-3225,12.8207,16086.9997,11247.2255,0,0.998,Australia,17.358,35853,18525153,1,Australia,Parliamentary,2
AUS,1998,71848.7158,-6839.5154,246186.7309,189,-3043,13.0558,16445.4986,11718.9233,0,1.007,Australia,17.917,37235,18734878,1,Australia,Parliamentary,2
AUS,1999,73265.5766,-6839.5154,251253.3471,189,-3303,13.291,16449.2389,11796.3894,0,1.017,Australia,18.228,38311,18947894,1,Australia,Parliamentary,2
AUS,2000,75533,-6839.5154,250850,189,-2959,13.5,16200,12308.64,0,1.027,Australia,18.356,39200,19164351,1,Australia,Parliamentary,2
AUS,2001,74899,-34992.5293,252510,189,45048,13.8,16500,12564.64,0,1.036,Australia,18.551,39673,19382188,1,Australia,Parliamentary,2
AUS,2002,76618,-35029.4814,260799,189,43986,14,18000,12598.64,0,1.045,Australia,18.586,40792,19604051,1,Australia,Parliamentary,2
AUS,2003,78684,-35066.5716,260976,189,47091,14.2,19100,14863.04,0,1.053,Australia,18.723,41544,19840120,1,Australia,Parliamentary,2
AUS,2004,78504,-35103.8008,279351,189,43624,14.5,19800,15007.04,0,1.06,Australia,19.15,42711,20103822,1,Australia,Parliamentary,2
AUS,2005,79987,-35141.1698,296047,189,43689,14.7,21100,14987.04,0,1.066,Australia,19.063,43501,20403520,1,Australia,Parliamentary,2
AUS,2006,77760,-218729.6323,301470,189,1546,14.9,20800,15926.24,0,1.072,Australia,19.022,44001,20744295,1,Australia,Parliamentary,2
AUS,2007,79070,-220260.1133,302830,189,557,15.2,20300,16029.74,0,1.077,Australia,19.063,45145,21119988,1,Australia,Parliamentary,2
AUS,2008,81790,-221812.1407,314982,189,-427,15.4,20700,16028.14,0,1.081,Australia,18.971,45260,21513817,1,Australia,Parliamentary,2
AUS,2009,80280,-223386.1725,314686,189,279,15.6,20800,14891.54,0,1.086,Australia,18.803,45247,21902300,1,Australia,Parliamentary,2
AUS,2010,80280,-224982.6802,311062,189,-456,15.9,21100,17694.94,0,1.089,Australia,18.391,45684,22268384,1,Australia,Parliamentary,2
AUT,1990,12914.701,-13971.2275,30635.5844,0,-11858,7.721,13412.0688,5640.6969,0,0.429,Austria,8.065,29292,7670513,1,Austria,Parliamentary,2
AUT,1991,14204.5333,-13986.7408,31810.2455,0,-11858,7.5439,14782.2403,5549.1523,0,0.425,Austria,8.478,29999,7719577,1,Austria,Parliamentary,2
AUT,1992,14171.2129,-14002.2033,27931.2042,0,-11858,7.3667,13903.4075,5417.7315,0,0.421,Austria,7.717,30292,7778255,1,Austria,Parliamentary,2
AUT,1993,14217.2118,-14017.6152,28154.4549,0,-11858,7.1896,13713.2087,5388.0944,0,0.417,Austria,7.703,30202,7839625,1,Austria,Parliamentary,2
AUT,1994,14234.2031,-14032.9767,29616.8112,0,-11858,7.0125,12675.0606,5448.2376,0,0.414,Austria,7.7,30808,7894229,1,Austria,Parliamentary,2
AUT,1995,14382.2273,-14048.2881,31410.3347,0,-11858,6.8353,13819.0524,5155.2223,0,0.41,Austria,8.036,31582,7935624,1,Austria,Parliamentary,2
AUT,1996,15667.2286,-14063.5496,32797.6499,0,-11858,6.6582,15290.8698,5338.517,0,0.407,Austria,8.44,32296,7960464,1,Austria,Parliamentary,2
AUT,1997,14801.9493,-14078.7615,34753.7992,0,-11858,6.481,13529.8062,5417.327,0,0.404,Austria,8.397,32971,7971553,1,Austria,Parliamentary,2
AUT,1998,16663.0501,-14093.924,34470.7362,0,-11858,6.3039,13606.8652,5260.0783,0,0.401,Austria,8.338,34107,7976117,1,Austria,Parliamentary,2
AUT,1999,15974.479,-14109.0374,32543.5439,0,-11858,6.1268,14175.9626,5266.0521,0,0.398,Austria,8.16,35263,7984694,1,Austria,Parliamentary,2
AUT,2000,17003.6,-14124.1018,31853.5,0,-11858,5.95,12600,5370.44,0,0.395,Austria,8.223,36363,8004712,1,Austria,Parliamentary,2
AUT,2001,18034.6,-7966.1629,32775.3,0,-7092,5.77,14300,5361.94,0,0.392,Austria,8.701,36713,8038480,1,Austria,Parliamentary,2
AUT,2002,19554.6,-7969.1715,33578.3,0,-7092,5.6,13400,5413.54,0,0.389,Austria,8.876,37138,8083059,1,Austria,Parliamentary,2
AUT,2003,21278.5,-7972.176,35904,0,-7091,5.42,14600,5423.64,0,0.387,Austria,9.523,37237,8134235,1,Austria,Parliamentary,2
AUT,2004,24623.5,-7975.1764,37174,0,-7091,5.24,14000,5493.94,0,0.384,Austria,9.512,38008,8185553,1,Austria,Parliamentary,2
AUT,2005,25042,-7978.1727,38473,0,-7092,5.06,13600,5507.24,0,0.381,Austria,9.616,38558,8232196,1,Austria,Parliamentary,2
AUT,2006,23934.4,-4687.9252,38629,0,-4158,4.89,12000,5975.74,0,0.378,Austria,9.256,39653,8273208,1,Austria,Parliamentary,2
AUT,2007,24111.4,-4688.7043,37438,0,-4158,4.71,10200,6207.24,0,0.374,Austria,8.907,40956,8309783,1,Austria,Parliamentary,2
AUT,2008,23943.4,-4689.4827,37878,0,-4158,4.53,11100,6268.24,0,0.371,Austria,8.852,41460,8341806,1,Austria,Parliamentary,2
AUT,2009,23082.1,-4690.2603,33056,0,-4158,4.36,10300,5924.34,0,0.367,Austria,8.082,39781,8369639,1,Austria,Parliamentary,2
AUT,2010,23974.9,-4691.0373,36671,0,-4158,4.18,11500,6591.44,0,0.363,Austria,8.627,40450,8393644,1,Austria,Parliamentary,2
AZE,1992,3504.1116,-1150.2479,27217.1933,0,-1150,0,11433.9774,969.5153,0,0.19,Azerbaijan,7.52,6906,7445925,1,Azerbaijan,Presidential,0
AZE,1993,3572.8739,-1150.2479,28948.8023,0,-1150,0,7139.6708,662.267,0,0.191,Azerbaijan,6.385,5229,7562075,1,Azerbaijan,Presidential,0
AZE,1994,4113.308,-1150.2479,23470.6686,0,-1150,0,8753.0258,541.9457,0,0.191,Azerbaijan,5.458,4140,7669735,1,Azerbaijan,Presidential,0
AZE,1995,3087.1851,-1150.2479,20898.0042,0,-1150,0,7074.5398,343.5178,0,0.19,Azerbaijan,4.284,3557,7764798,1,Azerbaijan,Presidential,0
AZE,1996,2419.189,-1150.2479,19271.5625,0,-1150,0,6117.9249,362.3525,0,0.188,Azerbaijan,3.976,3608,7845310,1,Azerbaijan,Presidential,0
AZE,1997,1865.1748,-1150.2479,17986.9894,0,-1150,0,6532.0514,391.7005,0,0.187,Azerbaijan,3.757,3887,7913692,1,Azerbaijan,Presidential,0
AZE,1998,1660.8615,-1150.2479,19420.6331,0,-1150,0,6967.9781,353.2778,0,0.185,Azerbaijan,3.961,4079,7975648,1,Azerbaijan,Presidential,0
AZE,1999,1389.6302,-1150.2479,20378.2624,0,-1150,0,6135.1152,356.5275,0,0.184,Azerbaijan,3.545,4500,8039312,1,Azerbaijan,Presidential,0
AZE,2000,2090.5,-1150.2479,21097,0,-1150,0,6620,396.1,0,0.182,Azerbaijan,3.629,4739,8110723,1,Azerbaijan,Presidential,0
AZE,2001,2249.9,-947.2092,18878,0,-947,0,6440,512.84,0,0.18,Azerbaijan,3.507,5005,8191464,1,Azerbaijan,Presidential,0
AZE,2002,2410,-947.2092,17693,0,-947,0,6160,673.48,0,0.179,Azerbaijan,3.575,5372,8280252,1,Azerbaijan,Presidential,0
AZE,2003,2660,-947.2092,19901,0,-947,0,6640,801.82,0,0.177,Azerbaijan,3.658,5890,8376733,1,Azerbaijan,Presidential,0
AZE,2004,3250,-947.2092,19282,0,-947,0,6690,1012.75,0,0.176,Azerbaijan,3.795,6434,8479668,1,Azerbaijan,Presidential,0
AZE,2005,5021.7,-947.2092,19106,0,-947,0,7090,1099.79,0,0.174,Azerbaijan,4.018,8053,8587902,1,Azerbaijan,Presidential,0
AZE,2006,4542.29,-7464.9266,20055,0,-7465,0,6070,1088.53,0,0.173,Azerbaijan,4.535,10717,8701719,1,Azerbaijan,Presidential,0
AZE,2007,3401.09,-7464.9266,16936,0,-7465,0,5760,1129.57,0,0.171,Azerbaijan,3.494,13253,8821012,1,Azerbaijan,Presidential,0
AZE,2008,4913.7,-7464.9266,20593,0,-7465,0,7090,1153.31,0,0.17,Azerbaijan,4.021,14530,8943600,1,Azerbaijan,Presidential,0
AZE,2009,4366,-7464.9266,16704,0,-7465,0,6380,1143.05,0,0.168,Azerbaijan,3.572,15716,9066604,1,Azerbaijan,Presidential,0
AZE,2010,4922.3,-7464.9266,15859,0,-7465,0,6580,1221.59,0,0.166,Azerbaijan,3.393,16327,9187783,1,Azerbaijan,Presidential,0
