,cntry_code,year,gbl_emsn_pct,emsn_per_capita,gdp_per_capita,population,country,emsn_transport,emsn_forestry,emsn_energy,emsn_other,emsn_land,emsn_waste,emsn_residential,emsn_industry,emsn_agriculture
0,AFG,1990,0.006999999999999999,0.213,1992.0,13032161.0,Afghanistan,607.2769999999999,0.0,277.4122,0,0.0,0.0,918.4148,118.8101,0.0
1,AFG,1991,0.006999999999999999,0.188,1761.0,14069854.0,Afghanistan,531.4588,0.0,270.1278,0,0.0,0.0,690.8751,129.7491,0.0
2,AFG,1992,0.006999999999999999,0.099,1629.0,15472076.0,Afghanistan,376.1294,0.0,154.5804,0,0.0,0.0,373.4546,141.6256,0.0
3,AFG,1993,0.006999999999999999,0.08900000000000001,1080.0,17053213.0,Afghanistan,323.7141,0.0,151.7126,0,0.0,0.0,325.8062,124.728,0.0
4,AFG,1994,0.006999999999999999,0.08,772.0,18553819.0,Afghanistan,310.3998,0.0,146.3426,0,0.0,0.0,265.0813,147.0716,0.0
5,AFG,1995,0.006999999999999999,0.073,1101.0,19789880.0,Afghanistan,310.7176,0.0,119.5816,0,0.0,0.0,275.2021,148.7317,0.0
6,AFG,1996,0.006999999999999999,0.066,1008.0,20684982.0,Afghanistan,305.0527,0.0,111.9971,0,0.0,0.0,211.7821,148.3851,0.0
7,AFG,1997,0.006999999999999999,0.06,926.0,21299350.0,Afghanistan,304.4594,0.0,95.4765,0,0.0,0.0,235.9465,147.5178,0.0
8,AFG,1998,0.006999999999999999,0.055,856.0,21752257.0,Afghanistan,291.3629,0.0,91.6882,0,0.0,0.0,217.0613,145.0774,0.0
9,AFG,1999,0.006999999999999999,0.042,787.0,22227543.0,Afghanistan,280.7938,0.0,101.8636,0,0.0,0.0,245.8465,144.2724,0.0
10,AFG,2000,0.006999999999999999,0.038,735.0,22856302.0,Afghanistan,269.17,0.0,96.7,0,0.0,0.0,182.0,147.59,0.0
11,AFG,2001,0.006999999999999999,0.039,692.0,23677385.0,Afghanistan,260.88,0.0,101.1,0,0.0,0.0,93.2,128.38,0.0
12,AFG,2002,0.006999999999999999,0.049,1088.0,24639841.0,Afghanistan,250.0,0.0,87.6,0,0.0,0.0,30.1,134.49,0.0
13,AFG,2003,0.006999999999999999,0.052000000000000005,1112.0,25678639.0,Afghanistan,199.59,0.0,74.2,0,0.0,0.0,22.5,140.31,0.0
14,AFG,2004,0.006999999999999999,0.039,1107.0,26693486.0,Afghanistan,229.59,0.0,82.0,0,0.0,0.0,17.0,144.24,0.0
15,AFG,2005,0.006999999999999999,0.053,1187.0,27614718.0,Afghanistan,234.96,0.0,84.0,0,0.0,0.0,54.2,146.96,0.0
16,AFG,2006,0.006999999999999999,0.064,1257.0,28420974.0,Afghanistan,204.15,0.0,74.2,0,0.0,0.0,51.2,142.28,0.0
17,AFG,2007,0.006999999999999999,0.085,1447.0,29145841.0,Afghanistan,196.53,0.0,70.2,0,0.0,0.0,94.3,146.1,0.0
18,AFG,2008,0.006999999999999999,0.154,1464.0,29839994.0,Afghanistan,195.14,0.0,70.3,0,0.0,0.0,103.0,148.22,0.0
19,AFG,2009,0.006999999999999999,0.24100000000000002,1669.0,30577756.0,Afghanistan,182.08,0.0,65.7,0,0.0,0.0,120.0,150.84,0.0
20,AFG,2010,0.008,0.294,1685.0,31411743.0,Afghanistan,169.14,0.0,61.0,0,0.0,0.0,136.0,157.76,0.0
21,ALB,1990,0.021,1.679,4454.0,3289483.0,Albania,718.5684,-481.445,2924.7909,0,121.0,1.2441,2102.8101,531.5534,0.0
22,ALB,1991,0.021,1.307,3271.0,3291695.0,Albania,541.8246,-482.6352,2008.9023,0,121.0,1.1361,1330.2999,343.6323,0.0
23,ALB,1992,0.021,0.775,3143.0,3266983.0,Albania,416.8524,-483.8313,1156.0769,0,121.0,1.1324,579.6248,162.28,0.0
24,ALB,1993,0.021,0.731,3451.0,3224901.0,Albania,516.0022,-485.0333,1072.3194,0,121.0,1.1972,394.6873,177.3608,0.0
25,ALB,1994,0.021,0.611,3721.0,3179442.0,Albania,643.7355,-486.2414,1138.9575,0,121.0,1.2639,335.42199999999997,199.2575,0.0
26,ALB,1995,0.02,0.67,3992.0,3141102.0,Albania,634.7268,-487.4554,891.3623,0,121.0,1.3331,330.2491,196.1642,0.0
27,ALB,1996,0.02,0.653,4294.0,3112597.0,Albania,630.8238,-488.6755,783.0010000000001,0,121.0,1.4086,463.9083,180.4109,0.0
28,ALB,1997,0.02,0.498,3799.0,3091902.0,Albania,498.0707,-489.9018,561.3776,0,121.0,1.3866,380.7151,148.4642,0.0
29,ALB,1998,0.019,0.564,4150.0,3079037.0,Albania,750.8032,-491.1342,637.974,0,121.0,1.4859,300.0517,120.8963,0.0
30,ALB,1999,0.019,0.956,4723.0,3072725.0,Albania,1422.6851,-492.3728,768.9531,0,121.0,1.5802,810.8697,144.9111,0.0
31,ALB,2000,0.019,0.9670000000000001,5097.0,3071856.0,Albania,1487.0,-493.6177,812.0880000000001,0,121.0,1.67,835.0,125.58,0.0
32,ALB,2001,0.019,1.031,5574.0,3077378.0,Albania,1567.0,733.3333,853.173,0,890.0,1.76,881.0,189.92,0.0
33,ALB,2002,0.019,1.202,5883.0,3089778.0,Albania,1788.1,733.3333,792.2760000000001,0,889.0,1.83,1270.0,260.51,0.0
34,ALB,2003,0.019,1.379,6265.0,3106701.0,Albania,1949.3,733.3333,776.331,0,891.0,1.92,1210.0,344.14,0.0
35,ALB,2004,0.019,1.3430000000000002,6663.0,3124861.0,Albania,1820.0,733.3333,739.84,0,889.0,2.02,881.0,358.29,0.0
36,ALB,2005,0.018000000000000002,1.38,7080.0,3141800.0,Albania,2384.0,733.3333,824.11,0,889.0,2.12,1170.0,308.64,0.0
37,ALB,2006,0.018000000000000002,1.274,7545.0,3156607.0,Albania,1930.0,-642.8195,1027.25,0,-210.0,2.18,1040.0,344.79,0.0
38,ALB,2007,0.018000000000000002,1.296,8035.0,3169665.0,Albania,2124.8,-643.8234,888.41,0,-198.0,2.25,879.0,499.35,0.0
39,ALB,2008,0.018000000000000002,1.4609999999999999,8659.0,3181397.0,Albania,2344.0,-644.8305,820.45,0,-209.0,2.32,649.0,509.91,0.0
40,ALB,2009,0.018000000000000002,1.475,8954.0,3192723.0,Albania,2376.5,-645.8407,717.06,0,-211.0,2.39,597.0,488.86,0.0
41,ALB,2010,0.018000000000000002,1.561,9272.0,3204284.0,Albania,2393.2,-646.8541,865.98,0,-211.0,2.46,668.0,534.51,0.0
42,DZA,1990,0.153,2.968,10716.0,25299182.0,Algeria,11901.6586,-37.6513,42686.7094,0,880.0,0.0,10880.9283,4024.615,0.0
43,DZA,1991,0.158,2.9739999999999998,10327.0,25930560.0,Algeria,12654.6256,-37.2166,44890.5192,0,880.0,0.0,12234.3578,4038.2597,0.0
44,DZA,1992,0.163,2.946,10228.0,26557969.0,Algeria,12758.6925,-36.7772,49831.8376,0,880.0,0.0,12327.0173,4687.6502,0.0
45,DZA,1993,0.16899999999999998,2.9560000000000004,9769.0,27169903.0,Algeria,13166.0056,-36.3332,50213.7512,0,880.0,0.0,12580.5537,4473.4203,0.0
46,DZA,1994,0.174,3.045,9471.0,27751086.0,Algeria,12140.6109,-35.8844,49839.4227,0,880.0,0.0,12125.9712,3819.8671,0.0
47,DZA,1995,0.18,3.2939999999999996,9639.0,28291591.0,Algeria,11918.5893,-35.4308,53013.3761,0,880.0,0.0,11739.7064,3764.5454,0.0
48,DZA,1996,0.18600000000000003,3.299,9827.0,28786855.0,Algeria,12201.1577,-34.9723,51762.7813,0,880.0,0.0,11520.1284,3938.5306,0.0
49,DZA,1997,0.19,2.92,9772.0,29242917.0,Algeria,12562.078000000001,-34.5087,50278.7164,0,880.0,0.0,10840.7591,4522.3995,0.0
50,DZA,1998,0.196,3.5239999999999996,10115.0,29673694.0,Algeria,12385.5089,-34.0401,49427.4876,0,880.0,0.0,12371.9947,4557.9254,0.0
51,DZA,1999,0.201,2.989,10288.0,30099010.0,Algeria,12863.1716,-33.5663,50805.2541,0,880.0,0.0,13101.9511,4852.5177,0.0
52,DZA,2000,0.205,2.815,10528.0,30533827.0,Algeria,13530.0,-33.0873,51083.0,0,880.0,0.0,12800.0,5187.51,0.0
53,DZA,2001,0.20800000000000002,2.6639999999999997,10690.0,30982214.0,Algeria,13380.0,-727.8066,49595.0,0,513.0,0.0,13300.0,5143.92,0.0
54,DZA,2002,0.21100000000000002,2.8080000000000003,11129.0,31441848.0,Algeria,13400.0,-730.1579,50401.0,0,513.0,0.0,14200.0,5606.44,0.0
55,DZA,2003,0.214,2.824,11762.0,31913462.0,Algeria,14868.0,-732.5351,53213.0,0,513.0,0.0,15200.0,5554.96,0.0
56,DZA,2004,0.21600000000000003,2.694,12088.0,32396048.0,Algeria,15448.0,-734.9386,50252.0,0,513.0,0.0,17200.0,6318.28,0.0
57,DZA,2005,0.22,3.22,12619.0,32888449.0,Algeria,15980.0,-737.3689,51467.0,0,513.0,0.0,19000.0,7050.91,0.0
58,DZA,2006,0.223,2.99,12639.0,33391954.0,Algeria,16440.0,-6746.6667,54970.0,0,-6747.0,0.0,19400.0,7610.43,0.0
59,DZA,2007,0.226,3.187,12842.0,33906605.0,Algeria,18730.0,-6746.6667,53999.0,0,-6747.0,0.0,21200.0,8159.25,0.0
60,DZA,2008,0.22899999999999998,3.159,12910.0,34428028.0,Algeria,20010.0,-6746.6667,55679.0,0,-6747.0,0.0,22100.0,8589.48,0.0
61,DZA,2009,0.233,3.42,12880.0,34950168.0,Algeria,33260.0,-6746.6667,56987.0,0,-6747.0,0.0,13500.0,8818.3,0.0
62,DZA,2010,0.23600000000000002,3.2969999999999997,13092.0,35468208.0,Algeria,33530.0,-6746.6667,57519.0,0,-6747.0,0.0,13200.0,10070.82,0.0
63,AGO,1990,0.013999999999999999,0.42,4325.0,10335052.0,Angola,1016.8105,147.8649,9173.5207,0,83384.0,0.0,661.6754,165.8788,0.0
64,AGO,1991,0.015,0.405,4253.0,10653515.0,Angola,1255.8726,148.1676,9101.8257,0,83384.0,0.0,687.4952,169.83900000000003,0.0
65,AGO,1992,0.015,0.4,3894.0,11002910.0,Angola,1188.0872,148.4715,9216.3319,0,83384.0,0.0,617.4753,195.1636,0.0
66,AGO,1993,0.015,0.43,2870.0,11371750.0,Angola,1211.4749,148.7766,9564.5344,0,83384.0,0.0,515.5114,139.8344,0.0
67,AGO,1994,0.015,0.281,2819.0,11742960.0,Angola,1540.1015,149.083,8449.6311,0,83384.0,0.0,633.5407,162.3237,0.0
68,AGO,1995,0.016,0.769,3142.0,12105105.0,Angola,1069.1006,149.3906,10250.8646,0,83384.0,0.0,667.1658,161.8039,0.0
69,AGO,1996,0.017,0.7120000000000001,3461.0,12452725.0,Angola,989.5195,149.6995,12573.1393,0,81980.0,0.0,911.7992,148.2351,0.0
70,AGO,1997,0.017,0.489,3607.0,12792237.0,Angola,1051.5074,150.0097,13155.7839,0,79158.0,0.0,910.3039,161.8371,0.0
71,AGO,1998,0.017,0.47100000000000003,3668.0,13138265.0,Angola,835.3745,150.3212,13752.2009,0,83774.0,0.0,1011.832,182.833,0.0
72,AGO,1999,0.018000000000000002,0.574,3644.0,13511575.0,Angola,1156.9768,150.634,14073.4055,0,79218.0,0.0,1255.7767,182.4507,0.0
73,AGO,2000,0.018000000000000002,0.58,3659.0,13926373.0,Angola,1070.0,150.9481,13210.0,0,82397.0,0.0,1050.0,182.18,0.0
74,AGO,2001,0.019,0.5720000000000001,3720.0,14388244.0,Angola,1200.0,151.2635,12695.0,0,71491.0,0.0,1170.0,267.67,0.0
75,AGO,2002,0.02,0.72,4112.0,14890474.0,Angola,1480.0,151.5802,12171.0,0,84023.0,0.0,1200.0,285.53,0.0
76,AGO,2003,0.02,0.498,4187.0,15419943.0,Angola,3178.0,151.8983,11790.0,0,86993.0,0.0,1180.0,328.44,0.0
77,AGO,2004,0.021,0.995,4481.0,15957460.0,Angola,2970.0,152.2177,12879.0,0,93722.0,0.0,1230.0,349.36,0.0
78,AGO,2005,0.022000000000000002,0.9790000000000001,5136.0,16489021.0,Angola,2328.0,152.5384,12038.0,0,94768.0,0.0,936.0,581.39,0.0
79,AGO,2006,0.023,1.0979999999999999,6024.0,17010366.0,Angola,3028.0,152.8605,10377.0,0,75215.0,0.0,1830.0,599.32,0.0
80,AGO,2007,0.025,1.197,7173.0,17525367.0,Angola,3982.0,153.1839,9955.0,0,91412.0,0.0,1940.0,604.26,0.0
81,AGO,2008,0.026000000000000002,1.181,7936.0,18037964.0,Angola,3634.0,153.5088,9731.0,0,77597.0,0.0,2340.0,598.29,0.0
82,AGO,2009,0.027999999999999997,1.232,7900.0,18555115.0,Angola,4264.0,153.835,9661.0,0,77734.0,0.0,2760.0,599.21,0.0
83,AGO,2010,0.028999999999999998,1.242,7940.0,19081912.0,Angola,5787.0,154.1626,9181.0,0,81041.0,0.0,3000.0,655.18,0.0
105,ATG,1990,0.001,4.198,0.0,62202.0,Antigua and Barbuda,50.5107,-28.1076,93.163,0,-18.0,0.0,129.1461,47.2591,0.0
106,ATG,1991,0.001,4.011,0.0,62754.0,Antigua and Barbuda,52.61600000000001,-28.1895,99.5057,0,-18.0,0.0,120.7398,47.8326,0.0
107,ATG,1992,0.001,3.8,0.0,63802.0,Antigua and Barbuda,54.8275,-28.2718,104.2684,0,-18.0,0.0,110.5678,48.6686,0.0
108,ATG,1993,0.001,3.861,0.0,65238.0,Antigua and Barbuda,53.2664,-28.3547,102.1435,0,-18.0,0.0,100.5448,49.6965,0.0
109,ATG,1994,0.001,3.765,0.0,66895.0,Antigua and Barbuda,57.1851,-28.438000000000002,111.3491,0,-18.0,0.0,106.4846,50.8074,0.0
110,ATG,1995,0.001,3.668,0.0,68642.0,Antigua and Barbuda,59.5792,-28.5218,114.1985,0,-18.0,0.0,110.0509,51.9188,0.0
111,ATG,1996,0.001,3.835,0.0,70450.0,Antigua and Barbuda,59.7834,-28.6061,112.3839,0,-18.0,0.0,108.0493,53.013999999999996,0.0
112,ATG,1997,0.001,3.988,0.0,72322.0,Antigua and Barbuda,62.0086,-28.6909,121.2731,0,-18.0,0.0,67.3934,54.1024,0.0
113,ATG,1998,0.001,4.007,0.0,74190.0,Antigua and Barbuda,112.1047,-28.7762,113.1881,0,-18.0,0.0,39.2204,55.1594,0.0
114,ATG,1999,0.001,4.033,0.0,75985.0,Antigua and Barbuda,124.1368,-28.862,118.5529,0,-18.0,0.0,44.4784,56.1625,0.0
115,ATG,2000,0.001,4.0680000000000005,0.0,77656.0,Antigua and Barbuda,122.0446,-28.9483,117.2,0,-18.0,0.0,41.9,57.1297,0.0
116,ATG,2001,0.001,4.115,0.0,79165.0,Antigua and Barbuda,120.1847,-18.3992,115.6,0,-4.0,0.0,43.6,57.9437,0.0
117,ATG,2002,0.001,4.289,0.0,80507.0,Antigua and Barbuda,122.24,-18.4731,119.8,0,-4.0,0.0,42.2,58.7567,0.0
118,ATG,2003,0.001,4.582,0.0,81716.0,Antigua and Barbuda,124.02,-18.5475,119.5,0,-4.0,0.0,50.5,59.4678,0.0
119,ATG,2004,0.001,4.7589999999999995,0.0,82838.0,Antigua and Barbuda,137.2911,-18.6226,128.6,0,-4.0,0.0,55.4,60.0788,0.0
120,ATG,2005,0.001,4.8180000000000005,0.0,83916.0,Antigua and Barbuda,138.1567,-18.6983,129.8,0,-4.0,0.0,56.0,60.7908,0.0
121,ATG,2006,0.001,4.873,0.0,84952.0,Antigua and Barbuda,140.2251,93.4381,132.0,0,93.0,0.0,58.8,61.5029,0.0
122,ATG,2007,0.001,5.143,0.0,85935.0,Antigua and Barbuda,147.1971,93.4381,135.6,0,93.0,0.0,60.6,62.2139,0.0
123,ATG,2008,0.001,5.19,0.0,86881.0,Antigua and Barbuda,152.217,93.4381,139.1,0,93.0,0.0,62.9,62.9259,0.0
124,ATG,2009,0.001,5.45,0.0,87802.0,Antigua and Barbuda,157.227,93.4381,142.9,0,93.0,0.0,65.2,63.637,0.0
125,ATG,2010,0.001,5.492999999999999,0.0,88710.0,Antigua and Barbuda,161.248,93.4381,146.7,0,93.0,0.0,67.5,64.34899999999999,0.0
126,ARG,1990,0.457,3.424,11300.0,32642442.0,Argentina,28515.7249,-61442.0481,52662.1872,0,65804.0,0.0,22029.8978,3496.0448,0.0
127,ARG,1991,0.45799999999999996,3.525,12311.0,33093579.0,Argentina,30036.8099,-61907.7247,55081.4259,0,65804.0,0.0,22138.9275,3779.498,0.0
128,ARG,1992,0.461,3.603,13394.0,33540023.0,Argentina,32197.5079,-62381.3193,55050.5037,0,65804.0,0.0,22248.8575,4036.5956,0.0
129,ARG,1993,0.462,3.4539999999999997,14049.0,33982035.0,Argentina,35812.4631,-62863.0354,51478.5082,0,65804.0,0.0,24739.1355,4289.8952,0.0
130,ARG,1994,0.46399999999999997,3.5389999999999997,14682.0,34420352.0,Argentina,38101.6268,-63353.0838,52019.5026,0,65804.0,0.0,25532.1514,4579.831,0.0
131,ARG,1995,0.467,3.654,14091.0,34855160.0,Argentina,40092.7146,-63851.6826,50186.8271,0,65804.0,0.0,25896.8507,4354.4495,0.0
132,ARG,1996,0.469,3.8080000000000003,14700.0,35287113.0,Argentina,42197.3561,-64359.0576,56937.0658,0,65931.0,0.0,28405.3336,4445.1671,0.0
133,ARG,1997,0.47200000000000003,3.8480000000000003,15708.0,35714929.0,Argentina,43409.1982,-64875.4425,57622.8292,0,65369.0,0.0,25805.4258,5730.3618,0.0
134,ARG,1998,0.474,3.855,16127.0,36134642.0,Argentina,45923.4446,-65401.0794,68084.9516,0,66735.0,0.0,25926.8588,6030.9777,0.0
135,ARG,1999,0.478,4.007,15409.0,36541029.0,Argentina,44534.7108,-65936.2193,70831.0864,0,66062.0,0.0,27567.1054,6121.9034,0.0
136,ARG,2000,0.48,3.832,15119.0,36930709.0,Argentina,44291.0,-66481.1222,70725.0,0,65320.0,0.0,27000.0,6239.45,0.0
137,ARG,2001,0.48100000000000004,3.5660000000000003,14298.0,37302116.0,Argentina,39262.0,-58092.3373,65146.0,0,83712.0,0.0,25700.0,6613.41,0.0
138,ARG,2002,0.48100000000000004,3.2889999999999997,12609.0,37657340.0,Argentina,33202.4,-58660.5442,60910.0,0,86750.0,0.0,24700.0,6160.37,0.0
139,ARG,2003,0.48200000000000004,3.523,13582.0,38001251.0,Argentina,33792.4,-59240.9494,66810.0,0,85591.0,0.0,26900.0,6950.23,0.0
140,ARG,2004,0.483,4.066,14650.0,38340778.0,Argentina,36372.4,-59833.95,80220.0,0,91973.0,0.0,29300.0,7392.2,0.0
141,ARG,2005,0.485,4.138,15776.0,38681174.0,Argentina,39114.8,-60439.9605,79045.0,0,87669.0,0.0,30700.0,8061.26,0.0
142,ARG,2006,0.48700000000000004,4.431,16876.0,39023850.0,Argentina,41321.0,-34633.3709,85974.0,0,105466.0,0.0,31600.0,8681.12,0.0
143,ARG,2007,0.489,4.379,18226.0,39368066.0,Argentina,41955.0,-34993.4449,91858.0,0,97338.0,0.0,32100.0,9314.09,0.0
144,ARG,2008,0.49200000000000005,4.678999999999999,18779.0,39714298.0,Argentina,40936.0,-35361.2688,93272.0,0,102414.0,0.0,31900.0,9457.05,0.0
145,ARG,2009,0.493,4.407,17490.0,40062470.0,Argentina,36511.6,-35737.0954,90785.0,0,103151.0,0.0,32100.0,8219.01,0.0
146,ARG,2010,0.495,4.555,19068.0,40412376.0,Argentina,38861.6,-36121.1888,88721.0,0,94811.0,0.0,34300.0,8889.97,0.0
147,ARM,1992,0.02,1.69,2623.0,3449940.0,Armenia,1861.7745,75.7811,6268.611999999999,0,128.0,0.0,2594.6709,395.5837,0.0
148,ARM,1993,0.019,0.758,2377.0,3370373.0,Armenia,1209.2893,75.8647,2825.2576,0,128.0,0.0,923.7151,301.5523,0.0
149,ARM,1994,0.019,0.8220000000000001,2607.0,3290540.0,Armenia,162.3987,75.9485,1461.4459,0,128.0,0.0,1064.6668,257.7534,0.0
150,ARM,1995,0.019,1.06,2878.0,3223173.0,Armenia,115.9985,76.0323,1899.1055,0,128.0,0.0,1358.594,301.637,0.0
151,ARM,1996,0.019,0.8079999999999999,3036.0,3172185.0,Armenia,60.8992,76.1163,2054.3113,0,128.0,0.0,360.2161,321.8673,0.0
152,ARM,1997,0.019,1.031,3147.0,3134836.0,Armenia,63.7993,76.2003,2653.5919,0,128.0,0.0,439.27099999999996,324.2688,0.0
153,ARM,1998,0.019,1.081,3351.0,3109101.0,Armenia,69.5991,76.2845,2763.5290000000005,0,128.0,0.0,454.1239,325.3896,0.0
154,ARM,1999,0.019,0.9740000000000001,3460.0,3090624.0,Armenia,72.4992,76.3687,2488.8328,0,128.0,0.0,377.9674,317.5978,0.0
155,ARM,2000,0.018000000000000002,1.127,3667.0,3076098.0,Armenia,580.0,76.4531,2322.0,0,128.0,0.0,527.0,287.5378,0.0
156,ARM,2001,0.018000000000000002,1.16,4015.0,3065810.0,Armenia,577.0,82.8028,2340.0,0,117.0,0.0,550.0,320.7018,0.0
157,ARM,2002,0.018000000000000002,1.002,4614.0,3061067.0,Armenia,551.0,82.8526,1715.0,0,117.0,0.0,646.0,342.9678,0.0
158,ARM,2003,0.018000000000000002,1.137,5275.0,3060554.0,Armenia,595.0,82.9024,1863.0,0,117.0,0.0,820.0,354.7578,0.0
159,ARM,2004,0.018000000000000002,1.213,5832.0,3062612.0,Armenia,580.0,82.9523,1866.0,0,117.0,0.0,991.0,411.2678,0.0
160,ARM,2005,0.018000000000000002,1.459,6660.0,3065954.0,Armenia,560.0,83.0022,2309.0,0,117.0,0.0,1150.0,456.8978,0.0
161,ARM,2006,0.018000000000000002,1.48,7547.0,3069844.0,Armenia,525.0,-286.7068,2344.0,0,125.0,0.0,1140.0,461.8878,0.0
162,ARM,2007,0.018000000000000002,1.725,8591.0,3074181.0,Armenia,516.0,-286.053,2800.0,0,125.0,0.0,1280.0,501.2978,0.0
163,ARM,2008,0.018000000000000002,1.9080000000000001,9194.0,3079087.0,Armenia,2750.0,-285.3985,3280.0,0,125.0,0.0,1420.0,517.1878,0.0
164,ARM,2009,0.018000000000000002,1.5090000000000001,7899.0,3084979.0,Armenia,2500.0,-284.7431,2220.0,0,125.0,0.0,1320.0,516.2778,0.0
165,ARM,2010,0.017,1.463,8079.0,3092072.0,Armenia,2760.0,-284.087,1563.0,0,125.0,0.0,1420.0,549.3678,0.0
166,ABW,1990,0.003,26.388,0.0,62147.0,Aruba,150.4596,-1.1840000000000002,342.4354,0,-1.0,0.0,87.8182,35.3902,0.0
167,ABW,1991,0.003,25.997,0.0,64642.0,Aruba,147.4389,-1.1840000000000002,350.1179,0,-1.0,0.0,90.3454,36.8841,0.0
168,ABW,1992,0.003,21.397,0.0,68286.0,Aruba,149.6507,-1.1840000000000002,375.7915,0,-1.0,0.0,97.4061,38.8589,0.0
169,ABW,1993,0.003,21.93,0.0,72573.0,Aruba,153.1874,-1.1840000000000002,379.6486,0,-1.0,0.0,110.0634,41.0731,0.0
170,ABW,1994,0.003,20.991,0.0,76762.0,Aruba,167.0943,-1.1840000000000002,363.0846,0,-1.0,0.0,125.212,43.1792,0.0
171,ABW,1995,0.003,20.791,0.0,80323.0,Aruba,168.8399,-1.1840000000000002,367.0707,0,-1.0,0.0,120.4616,44.924,0.0
172,ABW,1996,0.003,20.313,0.0,83069.0,Aruba,133.6146,-1.1840000000000002,0.0,0,-1.0,0.0,4.8556,46.1717,0.0
173,ABW,1997,0.004,20.363,0.0,85161.0,Aruba,858.4133,-1.1840000000000002,0.0,0,-1.0,0.0,7.3027,47.0902,0.0
174,ABW,1998,0.004,20.624000000000002,0.0,86827.0,Aruba,94.5149,-1.1840000000000002,0.0,0,-1.0,0.0,23.7178,47.7535,0.0
175,ABW,1999,0.004,20.336,0.0,88442.0,Aruba,79.1711,-1.1840000000000002,0.0,0,-1.0,0.0,25.1528,48.3542,0.0
176,ABW,2000,0.004,26.195999999999998,0.0,90271.0,Aruba,60.6017,-1.1840000000000002,0.0,0,-1.0,0.0,140.0,49.056000000000004,0.0
177,ABW,2001,0.004,25.941999999999997,0.0,92363.0,Aruba,50.7044,-0.7885,0.0,0,-1.0,0.0,144.0,49.7731,0.0
178,ABW,2002,0.004,25.686,0.0,94596.0,Aruba,55.4024,-0.7885,0.0,0,-1.0,0.0,150.0,50.6902,0.0
179,ABW,2003,0.004,26.386999999999997,0.0,96875.0,Aruba,46.4029,-0.7885,0.0,0,-1.0,0.0,158.0,51.5092,0.0
180,ABW,2004,0.004,26.535,0.0,99046.0,Aruba,48.3035,-0.7885,0.0,0,-1.0,0.0,156.0,52.3252,0.0
181,ABW,2005,0.004,27.191999999999997,0.0,100996.0,Aruba,53.0054,-0.7885,0.0,0,-1.0,0.0,156.0,52.9403,0.0
182,ABW,2006,0.005,26.976,0.0,102711.0,Aruba,67.805,4.0045,0.0,0,4.0,0.0,160.0,53.6553,0.0
183,ABW,2007,0.005,27.86,0.0,104225.0,Aruba,61.9115,4.0045,0.0,0,4.0,0.0,200.0,54.3714,0.0
184,ABW,2008,0.005,26.245,0.0,105526.0,Aruba,62.9115,4.0045,0.0,0,4.0,0.0,220.0,55.0874,0.0
185,ABW,2009,0.005,25.923000000000002,0.0,106612.0,Aruba,66.3136,4.0045,0.0,0,4.0,0.0,241.0,55.8015,0.0
186,ABW,2010,0.005,24.688000000000002,0.0,107488.0,Aruba,69.6156,4.0045,0.0,0,4.0,0.0,263.0,56.5175,0.0
187,AUS,1990,0.938,16.334,31200.0,17096153.0,Australia,62401.904,-6839.5154,187137.3307,189,-2929.0,11.1746,13683.7085,10547.4655,0.0
188,AUS,1991,0.946,16.2,30426.0,17320633.0,Australia,60951.9656,-6839.5154,190304.1842,189,-2929.0,11.4098,13775.855,10228.3063,0.0
189,AUS,1992,0.955,16.29,31024.0,17529469.0,Australia,62456.6784,-6839.5154,192568.9455,189,-2929.0,11.6449,14208.1392,10007.4199,0.0
190,AUS,1993,0.9640000000000001,16.352,32020.0,17727413.0,Australia,63581.8162,-6839.5154,194829.8865,189,-2929.0,11.88,14748.211000000001,10361.8883,0.0
191,AUS,1994,0.972,16.437,33180.0,17921818.0,Australia,65236.7058,-6839.5154,195284.6289,189,-2929.0,12.1152,14604.8341,11297.9773,0.0
192,AUS,1995,0.981,16.887,33908.0,18118416.0,Australia,67949.189,-6839.5154,199885.2401,189,-2929.0,12.3504,15391.4235,10962.28,0.0
193,AUS,1996,0.9890000000000001,17.085,34850.0,18319637.0,Australia,70450.1964,-6839.5154,212377.3637,189,-3061.0,12.5855,15816.4538,11094.9442,0.0
194,AUS,1997,0.998,17.358,35853.0,18525153.0,Australia,71829.5663,-6839.5154,227447.4986,189,-3225.0,12.8207,16086.9997,11247.2255,0.0
195,AUS,1998,1.0070000000000001,17.917,37235.0,18734878.0,Australia,71848.7158,-6839.5154,246186.7309,189,-3043.0,13.0558,16445.4986,11718.9233,0.0
196,AUS,1999,1.0170000000000001,18.227999999999998,38311.0,18947894.0,Australia,73265.5766,-6839.5154,251253.3471,189,-3303.0,13.290999999999999,16449.2389,11796.3894,0.0
197,AUS,2000,1.0270000000000001,18.355999999999998,39200.0,19164351.0,Australia,75533.0,-6839.5154,250850.0,189,-2959.0,13.5,16200.0,12308.64,0.0
198,AUS,2001,1.036,18.551,39673.0,19382188.0,Australia,74899.0,-34992.5293,252510.0,189,45048.0,13.8,16500.0,12564.64,0.0
199,AUS,2002,1.045,18.586,40792.0,19604051.0,Australia,76618.0,-35029.4814,260799.0,189,43986.0,14.0,18000.0,12598.64,0.0
200,AUS,2003,1.053,18.723,41544.0,19840120.0,Australia,78684.0,-35066.5716,260976.0,189,47091.0,14.2,19100.0,14863.04,0.0
